Employee ID,Age,Department,Position,Salary,Joining Date,Performance,Location,Education,Manager ID,Years in Company,Gender
5842,36,Marketing,Junior,66491,2014-08-23,Below Average,Los Angeles,Master's,3257,14,Male
5843,51,Finance,Manager,67610,2024-12-24,Good,Los Angeles,Master's,3627,12,Male
5844,34,Marketing,Senior,139864,2024-06-21,Good,Los Angeles,Bachelor's,2544,12,Female
5845,58,Engineering,Junior,63364,2016-11-18,Excellent,New York,Master's,238,14,Female
5846,51,Finance,Manager,98694,2011-03-27,Below Average,San Francisco,Master's,7827,15,Male
5847,27,Engineering,Manager,123289,2017-10-11,Good,Chicago,Bachelor's,6666,7,Female
5848,23,Engineering,Manager,94902,2011-07-09,Average,Los Angeles,PhD,1440,13,Female
5849,59,Sales,Intern,31038,2019-01-10,Average,New York,Master's,9466,11,Male
5850,22,Engineering,Senior,133382,2019-06-08,Below Average,Chicago,High School,4944,18,Male
5851,65,HR,Junior,100925,2020-12-20,Below Average,Dallas,High School,8678,8,Female
5852,38,Engineering,Intern,86145,2011-02-08,Below Average,Chicago,High School,3613,8,Female
5853,30,HR,Intern,131831,2013-09-09,Average,San Francisco,High School,4870,11,Male
5854,55,Engineering,Manager,38696,2011-11-26,Good,Dallas,High School,9526,7,Male
5855,40,Sales,Manager,66884,2022-10-09,Average,San Francisco,Bachelor's,3061,20,Female
5856,45,Engineering,Intern,52366,2023-11-28,Excellent,New York,Bachelor's,1029,6,Male
5857,61,Engineering,Manager,107125,2012-02-01,Good,Los Angeles,PhD,5253,2,Female
5858,57,Sales,Intern,30149,2022-02-03,Average,Chicago,Bachelor's,4791,12,Male
5859,65,Engineering,Senior,64414,2017-07-29,Good,Dallas,Bachelor's,9267,3,Female
5860,26,Marketing,Senior,62303,2013-06-17,Below Average,Chicago,Master's,2765,4,Female
5861,44,Engineering,Intern,116197,2016-09-14,Good,Los Angeles,High School,8102,7,Female
5862,38,Finance,Senior,115064,2016-07-24,Excellent,Chicago,High School,6487,1,Male
5863,32,Engineering,Manager,82049,2023-01-26,Excellent,New York,Master's,6292,2,Male
5864,52,Marketing,Junior,144681,2023-10-13,Average,San Francisco,Master's,7711,15,Female
5865,55,HR,Junior,105142,2014-06-21,Below Average,Los Angeles,Master's,6561,3,Female
5866,24,Sales,Intern,42189,2021-11-13,Good,New York,High School,1038,20,Male
5867,27,Engineering,Intern,111086,2019-12-31,Average,Los Angeles,High School,5414,16,Female
5868,42,Sales,Junior,133439,2018-02-09,Average,Chicago,Master's,4287,9,Male
5869,25,Engineering,Senior,127113,2013-11-03,Average,San Francisco,High School,7241,18,Female
5870,37,Engineering,Intern,87499,2016-12-29,Average,San Francisco,PhD,9017,10,Female
5871,23,Marketing,Junior,47577,2018-04-14,Average,Chicago,Bachelor's,4457,9,Male
5872,64,Sales,Intern,55824,2014-02-21,Excellent,Dallas,High School,9882,9,Female
5873,23,Sales,Intern,117852,2011-01-16,Below Average,New York,High School,9574,7,Female
5874,62,Engineering,Junior,148383,2022-10-21,Average,Chicago,PhD,1344,20,Female
5875,48,Marketing,Senior,72882,2013-03-13,Excellent,Chicago,High School,796,5,Female
5876,55,Sales,Junior,31265,2015-05-26,Below Average,Los Angeles,Master's,6088,8,Female
5877,59,Marketing,Manager,142820,2012-09-29,Excellent,Dallas,PhD,4443,8,Female
5878,48,HR,Senior,38789,2014-01-08,Below Average,San Francisco,Master's,8159,1,Female
5879,49,HR,Intern,61522,2012-06-04,Excellent,Dallas,PhD,4848,0,Male
5880,23,Marketing,Senior,45044,2023-03-02,Good,Chicago,PhD,1470,2,Female
5881,60,Sales,Senior,120517,2020-04-04,Good,New York,High School,9325,19,Female
5882,31,HR,Junior,129502,2022-07-31,Excellent,Los Angeles,High School,5273,15,Male
5883,63,HR,Junior,128450,2023-01-17,Excellent,Los Angeles,High School,9364,0,Male
5884,63,Sales,Senior,62618,2013-07-05,Excellent,Chicago,Bachelor's,4483,8,Male
5885,29,Marketing,Senior,129439,2016-08-01,Below Average,New York,PhD,5622,20,Female
5886,65,Marketing,Senior,86037,2015-07-18,Excellent,San Francisco,Master's,8507,17,Female
5887,55,Finance,Manager,109109,2017-04-13,Average,New York,Bachelor's,2606,2,Female
5888,59,Finance,Senior,117982,2020-06-09,Below Average,Chicago,PhD,8324,13,Male
5889,34,Marketing,Manager,85171,2010-04-08,Average,San Francisco,PhD,635,20,Female
5890,36,Finance,Junior,67057,2022-04-26,Average,San Francisco,High School,7222,6,Female
5891,25,HR,Senior,75832,2015-11-22,Average,Chicago,Master's,57,5,Male
5892,65,Sales,Junior,82755,2011-04-09,Excellent,Chicago,Bachelor's,5269,17,Male
5893,52,Marketing,Junior,36300,2015-01-24,Average,Dallas,Bachelor's,5277,7,Male
5894,44,HR,Junior,78350,2022-12-29,Excellent,New York,Bachelor's,9459,12,Male
5895,27,Engineering,Manager,108829,2021-05-09,Below Average,Los Angeles,PhD,4026,18,Female
5896,33,Marketing,Senior,103541,2017-09-20,Below Average,Chicago,High School,5859,5,Male
5897,55,HR,Manager,74212,2011-08-10,Excellent,New York,PhD,5535,20,Male
5898,42,Finance,Intern,71252,2011-02-04,Excellent,Chicago,Master's,9217,11,Male
5899,23,Engineering,Junior,139557,2017-05-05,Excellent,Los Angeles,PhD,9091,20,Female
5900,33,Sales,Manager,72457,2016-08-09,Excellent,Chicago,Master's,5732,14,Male
5901,58,Marketing,Junior,32816,2010-05-03,Good,San Francisco,Master's,907,17,Male
5902,25,Engineering,Senior,117448,2023-03-22,Below Average,New York,PhD,8530,5,Male
5903,57,Engineering,Senior,73076,2022-11-20,Excellent,Los Angeles,PhD,8138,0,Male
5904,58,Finance,Intern,123956,2023-05-16,Below Average,Chicago,Bachelor's,9853,6,Male
5905,65,Finance,Intern,64600,2011-05-21,Good,San Francisco,Master's,9440,12,Male
5906,63,HR,Manager,136282,2011-04-20,Excellent,San Francisco,Bachelor's,3445,13,Female
5907,25,Sales,Intern,75678,2017-04-02,Good,Chicago,PhD,3114,13,Male
5908,24,Engineering,Junior,67414,2016-11-18,Excellent,San Francisco,Master's,1096,5,Female
5909,65,Sales,Junior,117204,2022-12-10,Good,Chicago,PhD,5025,6,Female
5910,65,HR,Junior,90810,2010-10-12,Average,New York,PhD,3279,20,Male
5911,45,Marketing,Intern,65166,2021-02-13,Below Average,Los Angeles,PhD,7818,10,Female
5912,40,Marketing,Manager,122377,2011-05-06,Average,San Francisco,High School,3423,19,Female
5913,54,Engineering,Senior,125697,2021-08-22,Good,Dallas,Bachelor's,9260,3,Female
5914,45,Finance,Senior,83334,2021-09-11,Average,Los Angeles,PhD,9038,14,Female
5915,42,HR,Senior,123501,2020-05-21,Excellent,Chicago,Bachelor's,1049,12,Female
5916,62,Sales,Junior,51042,2018-07-23,Excellent,Dallas,Bachelor's,568,10,Male
5917,27,Finance,Junior,131498,2012-01-30,Below Average,San Francisco,Bachelor's,1329,9,Female
5918,51,Engineering,Manager,118309,2012-03-11,Below Average,Los Angeles,High School,932,0,Female
5919,63,Finance,Senior,94000,2016-11-02,Good,Los Angeles,PhD,4417,9,Male
5920,43,Engineering,Intern,83251,2016-04-26,Excellent,San Francisco,Bachelor's,6407,14,Male
5921,58,Finance,Manager,61382,2011-01-25,Excellent,Chicago,Master's,234,19,Female
5922,37,Sales,Senior,55032,2014-11-26,Average,Los Angeles,Master's,2930,18,Female
5923,52,HR,Senior,109195,2024-01-25,Average,Dallas,Master's,3148,7,Male
5924,26,Finance,Intern,38140,2019-08-30,Good,New York,PhD,2767,7,Female
5925,31,Sales,Manager,62588,2010-10-09,Good,Chicago,High School,3493,8,Male
5926,30,Sales,Intern,57266,2016-07-05,Below Average,Los Angeles,Master's,7681,12,Male
5927,52,HR,Intern,42604,2015-07-22,Excellent,Chicago,High School,3887,15,Female
5928,25,Sales,Junior,119109,2016-03-20,Good,Chicago,High School,3135,6,Male
5929,25,HR,Junior,98993,2016-01-12,Good,Chicago,Bachelor's,8121,7,Male
5930,60,HR,Junior,89074,2024-07-23,Below Average,Dallas,Master's,946,2,Male
5931,25,Finance,Intern,48778,2014-11-08,Below Average,San Francisco,Bachelor's,6888,8,Female
5932,55,Marketing,Intern,88828,2024-06-03,Excellent,Dallas,Bachelor's,9862,15,Female
5933,58,HR,Junior,36547,2016-10-11,Below Average,Chicago,Master's,2183,16,Female
5934,49,Finance,Junior,54380,2015-01-08,Good,Chicago,Master's,8748,0,Female
5935,30,Finance,Intern,49836,2023-06-10,Average,San Francisco,Master's,6634,7,Male
5936,56,Sales,Intern,95189,2015-05-04,Good,San Francisco,Master's,3869,16,Female
5937,37,HR,Junior,108917,2016-10-14,Good,Los Angeles,Bachelor's,4481,11,Female
5938,65,Finance,Intern,138849,2024-09-11,Average,Los Angeles,Bachelor's,6303,2,Female
5939,59,Engineering,Senior,100446,2022-07-07,Good,Los Angeles,High School,5031,14,Male
5940,44,Sales,Manager,34146,2023-03-12,Good,San Francisco,Bachelor's,6228,2,Female
5941,51,Sales,Manager,67436,2010-09-21,Average,Chicago,PhD,7771,13,Male
5942,27,Finance,Senior,136396,2024-08-13,Good,Los Angeles,Master's,1686,10,Female
5943,56,Engineering,Manager,66493,2021-01-03,Average,San Francisco,High School,5232,17,Female
5944,23,Engineering,Junior,128247,2024-10-13,Average,Dallas,Master's,3026,7,Male
5945,50,Engineering,Intern,88021,2010-11-21,Excellent,Chicago,PhD,6520,7,Male
5946,39,Engineering,Junior,102130,2011-03-08,Below Average,New York,Bachelor's,660,19,Male
5947,29,Engineering,Intern,112857,2023-11-01,Below Average,Los Angeles,Master's,1085,12,Male
5948,56,Engineering,Junior,56378,2016-02-26,Good,New York,Master's,8942,1,Male
5949,25,Engineering,Senior,67427,2023-01-14,Excellent,New York,High School,3708,15,Female
5950,31,HR,Junior,73074,2021-03-27,Below Average,San Francisco,High School,3888,14,Female
5951,26,Engineering,Intern,51741,2020-07-02,Average,Chicago,Bachelor's,5204,8,Female
5952,39,Finance,Intern,142755,2023-11-26,Average,New York,PhD,684,12,Female
5953,25,Finance,Junior,36816,2014-10-12,Excellent,San Francisco,Bachelor's,5404,16,Male
5954,31,Finance,Manager,67539,2018-10-05,Below Average,New York,Master's,3638,13,Male
5955,40,Finance,Intern,88348,2014-12-15,Good,Los Angeles,Master's,563,14,Female
5956,61,Finance,Senior,48254,2019-09-01,Average,Los Angeles,PhD,2816,8,Male
5957,32,Engineering,Intern,39372,2020-12-05,Below Average,Chicago,Master's,438,20,Male
5958,64,Marketing,Junior,70262,2020-11-29,Average,New York,High School,1577,2,Female
5959,22,Marketing,Senior,51935,2024-09-15,Average,Los Angeles,Master's,6295,0,Female
5960,37,Engineering,Intern,48982,2017-09-06,Average,Los Angeles,Master's,5074,15,Female
5961,57,Marketing,Manager,54579,2014-01-09,Average,Chicago,High School,4717,0,Male
5962,57,Marketing,Senior,119063,2011-11-20,Average,Dallas,PhD,8921,2,Female
5963,33,Finance,Manager,48511,2016-02-15,Below Average,San Francisco,Master's,1671,14,Female
5964,59,Engineering,Intern,41110,2011-08-12,Below Average,Dallas,Master's,5939,8,Female
5965,34,Engineering,Manager,133168,2024-01-11,Average,Dallas,High School,8456,10,Female
5966,55,Finance,Intern,36063,2012-05-19,Average,Los Angeles,Master's,4571,17,Female
5967,52,Sales,Junior,88382,2014-02-10,Excellent,Dallas,PhD,5165,18,Female
5968,34,Marketing,Senior,147373,2025-01-20,Below Average,New York,PhD,2927,11,Female
5969,62,Engineering,Senior,45524,2019-02-16,Good,Dallas,Bachelor's,365,2,Male
5970,46,Marketing,Manager,49091,2013-01-04,Below Average,San Francisco,Bachelor's,1349,5,Male
5971,48,Engineering,Senior,63427,2022-02-27,Average,New York,Master's,6101,17,Male
5972,56,Engineering,Manager,80861,2021-12-15,Below Average,Chicago,Bachelor's,6209,11,Male
5973,33,Finance,Junior,132906,2019-08-16,Excellent,Dallas,Bachelor's,7775,10,Male
5974,22,Finance,Senior,72845,2013-06-29,Below Average,Chicago,Master's,7589,2,Female
5975,51,Engineering,Junior,132831,2017-08-01,Average,New York,Master's,4154,6,Male
5976,32,Engineering,Manager,69365,2016-04-29,Average,Chicago,Bachelor's,9692,18,Male
5977,49,Finance,Senior,67952,2014-10-22,Below Average,Chicago,PhD,3482,9,Male
5978,41,Finance,Junior,31931,2012-12-20,Average,Los Angeles,Bachelor's,5956,6,Female
5979,56,Finance,Intern,105399,2015-08-10,Excellent,Chicago,Bachelor's,4560,10,Male
5980,29,Engineering,Senior,57200,2013-10-10,Good,San Francisco,High School,3315,1,Female
5981,61,HR,Junior,90507,2015-04-30,Average,Chicago,Master's,3909,2,Male
5982,58,HR,Senior,132210,2014-11-02,Below Average,Dallas,PhD,3770,15,Female
5983,56,Marketing,Senior,123492,2011-09-15,Below Average,Dallas,High School,8508,12,Female
5984,52,Finance,Senior,46775,2010-01-27,Average,Chicago,PhD,3268,9,Female
5985,35,HR,Senior,103759,2012-02-25,Below Average,New York,High School,7278,14,Male
5986,58,Marketing,Intern,80563,2016-09-15,Excellent,Dallas,High School,1790,17,Female
5987,60,Finance,Intern,35860,2023-08-03,Below Average,Chicago,Master's,5238,4,Female
5988,29,Finance,Junior,128361,2018-03-17,Good,Chicago,PhD,3354,14,Female
5989,53,Sales,Manager,129071,2023-02-12,Excellent,San Francisco,Bachelor's,9534,20,Female
5990,44,Engineering,Senior,91770,2016-10-28,Good,Los Angeles,Master's,2713,10,Male
5991,64,Sales,Manager,85486,2019-02-26,Average,San Francisco,Bachelor's,7188,2,Female
5992,50,Marketing,Intern,72097,2016-09-22,Good,San Francisco,PhD,651,14,Female
5993,53,Finance,Senior,105382,2024-10-18,Below Average,New York,High School,8521,18,Female
5994,36,HR,Junior,145736,2011-04-18,Excellent,San Francisco,PhD,8856,19,Male
5995,22,Finance,Intern,101636,2016-12-25,Excellent,New York,PhD,4189,4,Female
5996,30,Engineering,Senior,98052,2010-09-12,Average,San Francisco,Bachelor's,5671,1,Male
5997,22,HR,Senior,142997,2011-11-03,Average,Los Angeles,PhD,6767,8,Female
5998,53,Sales,Senior,133749,2015-09-05,Good,San Francisco,PhD,1332,11,Female
5999,58,Finance,Senior,114248,2019-02-08,Excellent,New York,PhD,6541,16,Female
6000,38,Marketing,Intern,148457,2016-03-22,Average,San Francisco,Master's,317,18,Female
6001,59,Finance,Junior,68856,2014-09-18,Below Average,Dallas,High School,1807,16,Male
6002,24,HR,Intern,108713,2012-07-28,Below Average,San Francisco,Master's,1531,9,Female
6003,30,Finance,Junior,81224,2018-05-11,Good,Chicago,Bachelor's,6135,20,Female
6004,27,Marketing,Intern,95810,2014-07-02,Below Average,Los Angeles,Bachelor's,7482,3,Female
6005,28,Finance,Junior,101623,2022-06-18,Excellent,Dallas,Bachelor's,8508,15,Female
6006,27,Sales,Intern,88094,2017-11-30,Excellent,San Francisco,Master's,9726,19,Male
6007,54,Marketing,Senior,105888,2024-04-28,Below Average,Chicago,Bachelor's,3917,3,Male
6008,61,Engineering,Intern,74512,2024-04-15,Below Average,Chicago,High School,3588,7,Male
6009,56,Finance,Senior,85004,2013-01-20,Good,San Francisco,Bachelor's,568,12,Male
6010,31,Sales,Manager,65377,2019-06-03,Average,San Francisco,PhD,1251,5,Female
6011,59,Sales,Intern,90889,2023-08-10,Below Average,Los Angeles,Bachelor's,1116,4,Male
6012,23,HR,Intern,71695,2012-07-04,Excellent,Los Angeles,Master's,890,9,Female
6013,52,Engineering,Manager,103741,2025-01-15,Good,San Francisco,High School,399,2,Male
6014,58,Sales,Intern,69859,2014-05-27,Average,Dallas,Master's,351,3,Female
6015,25,HR,Senior,137158,2018-09-12,Average,New York,PhD,1027,11,Female
6016,53,Finance,Intern,66459,2013-04-15,Below Average,San Francisco,Master's,5038,11,Male
6017,53,Marketing,Junior,30182,2022-06-08,Below Average,New York,Bachelor's,2294,10,Male
6018,30,Finance,Senior,88199,2011-01-12,Good,Chicago,Master's,7401,3,Male
6019,53,Marketing,Manager,124425,2013-03-10,Excellent,Chicago,Master's,1657,6,Female
6020,31,Finance,Intern,133968,2014-07-31,Below Average,Chicago,Master's,4598,8,Female
6021,27,Engineering,Junior,84397,2014-01-06,Excellent,San Francisco,Master's,8169,11,Male
6022,38,Marketing,Junior,135837,2022-01-12,Excellent,Chicago,Bachelor's,1685,9,Male
6023,48,Engineering,Intern,62326,2024-12-20,Excellent,Los Angeles,Bachelor's,1304,15,Female
6024,27,Marketing,Junior,128090,2014-09-08,Excellent,San Francisco,Bachelor's,2359,0,Female
6025,52,Finance,Manager,127702,2015-07-23,Good,New York,High School,2112,0,Male
6026,22,Engineering,Senior,146662,2013-02-26,Below Average,New York,Bachelor's,1358,12,Female
6027,63,Marketing,Manager,74453,2020-01-11,Below Average,Chicago,PhD,9319,3,Female
6028,37,Sales,Intern,37356,2018-01-04,Average,Dallas,Bachelor's,7279,8,Male
6029,51,Marketing,Junior,96344,2019-08-23,Average,San Francisco,Master's,5023,4,Male
6030,23,Sales,Manager,124169,2016-05-16,Average,Los Angeles,Master's,5690,6,Male
6031,48,Engineering,Manager,106053,2010-04-30,Good,Los Angeles,High School,219,16,Male
6032,26,Sales,Manager,141202,2015-05-08,Good,Dallas,PhD,7398,14,Female
6033,31,Sales,Junior,50724,2010-11-26,Average,Los Angeles,Master's,8950,19,Male
6034,53,Marketing,Junior,140610,2018-11-01,Good,New York,PhD,4332,15,Male
6035,41,Finance,Junior,58906,2013-12-17,Excellent,Los Angeles,PhD,1849,17,Male
6036,64,Finance,Intern,50318,2024-01-30,Excellent,Chicago,PhD,9306,9,Male
6037,45,Finance,Intern,32298,2016-09-30,Excellent,Los Angeles,High School,7441,12,Male
6038,34,Engineering,Junior,125150,2015-07-07,Average,New York,Bachelor's,6383,1,Female
6039,47,Marketing,Senior,84079,2011-12-13,Average,Chicago,High School,4529,12,Female
6040,22,Sales,Senior,37320,2015-11-19,Average,Chicago,Bachelor's,6360,4,Male
6041,28,Engineering,Senior,51950,2022-02-11,Average,San Francisco,PhD,1901,18,Female
6042,33,Engineering,Senior,135424,2018-12-26,Excellent,Chicago,PhD,9145,9,Female
6043,33,HR,Senior,126738,2014-12-31,Below Average,Los Angeles,Bachelor's,2750,4,Female
6044,65,Marketing,Senior,35046,2010-04-15,Average,New York,High School,114,19,Female
6045,65,Finance,Intern,101757,2011-01-18,Below Average,San Francisco,High School,7743,19,Female
6046,46,HR,Senior,63542,2018-01-30,Excellent,Dallas,Bachelor's,6830,2,Male
6047,41,Sales,Intern,56191,2010-07-07,Average,Chicago,Master's,1042,14,Female
6048,38,Sales,Manager,119933,2012-02-07,Average,Chicago,Master's,276,0,Male
6049,54,Marketing,Intern,117345,2012-10-24,Below Average,Chicago,PhD,4571,12,Female
6050,31,Engineering,Intern,138059,2010-09-17,Good,Chicago,Bachelor's,5884,5,Male
6051,64,Finance,Junior,132085,2021-07-13,Average,Dallas,Master's,5491,16,Female
6052,31,Finance,Manager,34218,2022-12-23,Average,Dallas,High School,3232,2,Female
6053,57,Finance,Intern,59196,2014-09-04,Average,New York,PhD,500,5,Male
6054,40,Finance,Intern,94266,2022-02-03,Excellent,Chicago,PhD,1526,12,Female
6055,30,Finance,Manager,68735,2019-11-01,Average,Chicago,PhD,2954,7,Female
6056,28,Engineering,Intern,136408,2010-06-28,Good,Dallas,Bachelor's,8983,0,Female
6057,60,Finance,Senior,38180,2012-07-24,Average,Chicago,High School,6779,15,Male
6058,48,Finance,Junior,56989,2020-04-04,Excellent,Chicago,PhD,4699,10,Female
6059,23,Engineering,Junior,117756,2022-02-10,Average,Los Angeles,Bachelor's,2523,17,Female
6060,65,HR,Manager,31437,2010-07-07,Below Average,Dallas,Master's,187,19,Male
6061,44,Engineering,Junior,131857,2019-05-05,Below Average,Los Angeles,High School,8102,3,Male
6062,59,Sales,Junior,108173,2017-05-09,Good,Los Angeles,Bachelor's,5716,0,Male
6063,40,Sales,Senior,138820,2013-07-17,Average,Chicago,Master's,7704,4,Male
6064,59,Sales,Senior,52303,2015-01-19,Below Average,Dallas,High School,3011,12,Male
6065,54,Marketing,Senior,137734,2013-04-27,Below Average,Dallas,High School,1978,4,Male
6066,56,Finance,Intern,44558,2020-06-25,Good,New York,High School,3935,3,Female
6067,24,Engineering,Junior,74188,2016-06-11,Below Average,San Francisco,PhD,9114,7,Male
6068,23,Finance,Junior,110947,2015-12-10,Excellent,Dallas,High School,2646,4,Female
6069,64,Sales,Senior,134131,2010-05-17,Excellent,Los Angeles,PhD,1994,19,Female
6070,47,Finance,Junior,90884,2024-04-03,Below Average,Dallas,Master's,8071,1,Male
6071,53,Engineering,Junior,66947,2012-03-11,Below Average,Los Angeles,Master's,9382,19,Male
6072,59,Engineering,Junior,60153,2023-06-02,Excellent,Dallas,Bachelor's,6960,17,Female
6073,31,HR,Junior,45317,2024-08-31,Below Average,Dallas,Master's,2764,20,Female
6074,39,Sales,Intern,75814,2021-01-15,Below Average,Dallas,PhD,5990,3,Female
6075,57,HR,Senior,97761,2013-01-05,Good,San Francisco,PhD,1270,15,Male
6076,43,Sales,Senior,98331,2011-01-17,Below Average,New York,Master's,5776,3,Male
6077,26,HR,Manager,122794,2018-10-13,Good,Chicago,Bachelor's,5117,10,Female
6078,23,Finance,Senior,36232,2020-07-23,Below Average,Los Angeles,High School,7223,2,Female
6079,37,Marketing,Junior,107076,2019-03-22,Average,Dallas,Bachelor's,6564,7,Male
6080,31,Sales,Manager,140782,2024-01-27,Average,San Francisco,Bachelor's,9815,8,Female
6081,29,Marketing,Manager,41312,2017-12-22,Good,New York,Master's,4246,18,Female
6082,53,Finance,Manager,50878,2018-07-02,Excellent,Chicago,High School,9329,17,Male
6083,33,Finance,Manager,89010,2021-11-17,Good,New York,PhD,3415,17,Female
6084,46,Marketing,Junior,65777,2015-11-26,Average,Chicago,High School,9765,15,Male
6085,26,Engineering,Manager,136141,2023-12-18,Excellent,New York,Bachelor's,5349,17,Male
6086,51,Sales,Senior,147146,2024-01-07,Average,New York,PhD,1996,12,Female
6087,63,Finance,Senior,78517,2012-04-27,Excellent,Dallas,PhD,8524,4,Female
6088,33,Marketing,Intern,100705,2014-08-04,Excellent,Los Angeles,Bachelor's,9025,4,Female
6089,31,Finance,Intern,112140,2011-05-21,Below Average,New York,Master's,9208,13,Female
6090,43,HR,Junior,64446,2015-10-10,Excellent,New York,Master's,4510,4,Female
6091,49,Sales,Manager,32551,2018-05-19,Excellent,Dallas,PhD,9540,17,Male
6092,43,HR,Senior,122981,2014-04-21,Below Average,San Francisco,PhD,5782,2,Male
6093,59,Engineering,Junior,147389,2013-05-28,Average,San Francisco,Master's,199,17,Female
6094,64,HR,Manager,105034,2015-06-26,Excellent,Chicago,High School,1945,8,Female
6095,52,Sales,Manager,66285,2015-06-18,Below Average,Los Angeles,High School,3776,19,Male
6096,49,HR,Junior,120261,2016-02-16,Below Average,Los Angeles,High School,1730,1,Female
6097,56,Finance,Manager,103913,2015-12-08,Excellent,New York,Bachelor's,3284,13,Male
6098,26,Sales,Intern,35479,2010-03-23,Excellent,New York,PhD,9580,10,Female
6099,61,Finance,Manager,60315,2016-11-26,Average,Dallas,PhD,3886,6,Female
6100,65,Sales,Senior,103963,2016-03-10,Below Average,Dallas,High School,9998,0,Male
6101,45,Marketing,Manager,40609,2023-02-25,Good,Dallas,Master's,7560,9,Female
6102,59,Finance,Senior,117179,2025-02-02,Average,San Francisco,PhD,4472,0,Male
6103,27,Sales,Intern,57376,2020-12-30,Excellent,Los Angeles,Master's,1452,17,Female
6104,44,Engineering,Intern,52911,2021-11-27,Good,San Francisco,PhD,3016,8,Female
6105,25,Sales,Senior,136344,2018-07-10,Good,Dallas,Bachelor's,3446,13,Female
6106,45,Sales,Junior,70124,2016-09-02,Below Average,New York,Master's,2011,14,Male
6107,59,Engineering,Junior,116817,2013-04-22,Excellent,Dallas,Bachelor's,6836,1,Female
6108,28,Engineering,Junior,47371,2021-06-06,Below Average,Chicago,PhD,4751,2,Male
6109,31,Finance,Manager,145561,2022-11-30,Excellent,San Francisco,High School,5202,0,Female
6110,35,Sales,Manager,88663,2018-12-01,Excellent,Chicago,PhD,6593,3,Male
6111,65,Sales,Manager,111758,2024-03-12,Below Average,San Francisco,High School,2800,9,Male
6112,61,Sales,Senior,148440,2015-01-21,Excellent,New York,Bachelor's,5638,7,Female
6113,65,HR,Junior,129177,2016-06-21,Good,New York,Bachelor's,2577,8,Female
6114,22,HR,Intern,33050,2019-06-25,Below Average,Chicago,Bachelor's,3727,14,Female
6115,45,Finance,Intern,88360,2011-03-14,Below Average,New York,High School,5791,1,Male
6116,61,HR,Manager,120153,2022-02-13,Good,Dallas,PhD,3801,6,Female
6117,36,HR,Manager,83742,2012-03-28,Good,San Francisco,PhD,1920,2,Female
6118,35,HR,Intern,30739,2015-06-07,Below Average,Chicago,Master's,746,20,Female
6119,39,HR,Manager,145657,2020-05-06,Good,Dallas,PhD,3249,17,Female
6120,47,Finance,Junior,58768,2015-08-25,Below Average,San Francisco,Master's,2720,18,Female
6121,22,Sales,Manager,63992,2014-05-05,Good,New York,Bachelor's,974,6,Female
6122,61,Marketing,Manager,109006,2019-12-22,Average,Dallas,PhD,4349,0,Female
6123,37,Sales,Intern,39323,2024-04-08,Average,Chicago,PhD,2255,19,Male
6124,55,HR,Manager,96305,2019-07-20,Good,Dallas,PhD,4446,9,Female
6125,24,Engineering,Junior,30812,2016-08-31,Excellent,San Francisco,PhD,7298,9,Male
6126,53,Marketing,Manager,59661,2017-08-18,Average,Los Angeles,Master's,8034,13,Female
6127,33,Marketing,Manager,100933,2020-07-12,Average,Dallas,Bachelor's,5137,9,Female
6128,29,Finance,Junior,89517,2024-04-02,Average,New York,Bachelor's,302,6,Male
6129,62,Engineering,Junior,77664,2017-08-26,Below Average,San Francisco,PhD,1476,16,Male
6130,26,HR,Manager,116165,2014-04-04,Average,Los Angeles,Bachelor's,3039,14,Male
6131,55,Sales,Junior,74500,2018-02-12,Below Average,Los Angeles,PhD,6761,3,Female
6132,54,Finance,Manager,32675,2025-01-29,Average,San Francisco,PhD,1524,0,Male
6133,59,HR,Senior,53055,2023-09-12,Good,New York,High School,463,6,Female
6134,60,Marketing,Senior,48537,2022-09-12,Good,Chicago,High School,6821,10,Female
6135,53,Sales,Intern,85699,2016-04-04,Good,Los Angeles,Master's,6562,0,Male
6136,58,Marketing,Senior,147889,2019-09-28,Excellent,Los Angeles,Master's,5152,5,Male
6137,25,Sales,Senior,91148,2020-10-06,Excellent,San Francisco,PhD,1204,3,Female
6138,59,HR,Intern,60085,2022-10-12,Excellent,Chicago,High School,378,9,Male
6139,48,HR,Junior,124307,2013-02-18,Average,Los Angeles,PhD,4890,8,Female
6140,50,Sales,Intern,91299,2023-09-17,Below Average,Chicago,Bachelor's,3220,17,Female
6141,23,Engineering,Senior,80017,2014-07-23,Below Average,San Francisco,Bachelor's,1885,11,Male
6142,55,Marketing,Manager,48505,2013-05-14,Good,Los Angeles,Master's,4472,20,Female
6143,38,Sales,Junior,63254,2022-03-09,Below Average,San Francisco,Master's,3784,0,Female
6144,37,Marketing,Intern,140386,2010-05-10,Excellent,San Francisco,Bachelor's,9794,20,Female
6145,39,Finance,Intern,71740,2012-05-20,Average,San Francisco,Bachelor's,1690,5,Female
6146,55,Marketing,Senior,69100,2011-02-03,Good,New York,High School,5899,6,Male
6147,49,Marketing,Junior,101053,2017-10-22,Good,Dallas,PhD,9351,7,Male
6148,33,Sales,Junior,121108,2024-10-11,Excellent,Los Angeles,High School,4066,4,Female
6149,36,HR,Junior,136704,2012-10-22,Good,San Francisco,High School,5315,19,Female
6150,22,HR,Junior,46420,2020-04-21,Average,Dallas,High School,2889,14,Female
6151,56,Marketing,Senior,50978,2024-03-01,Excellent,San Francisco,Master's,4548,1,Male
